donor_id,donor_name,donor_type,city,state,email,phone,acquisition_date,acquisition_channel,age_group,gender,occupation,wealth_score,engagement_score,is_major_donor,is_recurring,communication_preference,opted_out
D01656,Alexander Kelly,Individual,Geelong,VIC,donor1656@email.com,0457985641,2020-06-26,Online,26-35,Non-binary,Healthcare,62.1,50.6,0,0,Phone,0
D01657,Ava Davis,Individual,Fremantle,WA,donor1657@email.com,0440338081,2022-03-26,Direct Mail,56-65,Female,Technology,41.5,1.0,0,1,Mail,0
D01658,Ella Jackson,Individual,Brisbane,QLD,donor1658@email.com,0482129095,2020-06-16,Event,26-35,Non-binary,Healthcare,41.1,42.7,0,0,Phone,0
D01659,Garcia Group,Corporate,Cairns,QLD,donor1659@email.com,0490321827,2020-02-28,Email,N/A,N/A,N/A,33.1,57.7,0,0,Phone,1
D01660,Ellie Flores,Individual,Sydney,NSW,donor1660@email.com,0411998162,2021-08-25,Corporate,26-35,Male,Government,41.8,60.7,0,0,Mail,0
D01661,Brisbane City Council,Government,Brisbane,QLD,donor1661@email.com,0463086227,2022-03-26,Direct Mail,N/A,N/A,N/A,58.7,57.7,0,0,Phone,0
D01662,Lily Wilson,Individual,Adelaide,SA,donor1662@email.com,0463504799,2021-11-14,Direct Mail,46-55,Non-binary,Government,67.0,21.9,0,0,Email,0
D01663,Reed Solutions,Corporate,Newcastle,NSW,donor1663@email.com,0410605250,2021-04-04,Event,N/A,N/A,N/A,55.2,33.2,0,0,Phone,0
D01664,Harper Young,Individual,Cairns,QLD,donor1664@email.com,0454542152,2020-03-05,Recurring,18-25,Female,Retired,41.2,64.4,0,0,Mail,0
D01665,Wilson Pty Ltd,Corporate,Brisbane,QLD,donor1665@email.com,0416626244,2020-04-17,Recurring,N/A,N/A,N/A,40.9,85.3,0,0,Any,0
D01666,Scarlett Baker,Individual,Hobart,TAS,donor1666@email.com,0422539199,2020-09-14,Recurring,56-65,Female,Technology,57.4,38.9,0,0,Phone,0
D01667,Penelope Stewart,Individual,Cairns,QLD,donor1667@email.com,0476120776,2020-01-08,Online,56-65,Male,Other,41.9,79.6,0,0,Any,0
D01668,Sebastian Cook Estate,Bequest,Brisbane,QLD,donor1668@email.com,0422787594,2021-08-26,Online,N/A,N/A,N/A,71.1,47.7,0,0,Email,0
D01669,Collins Holdings,Corporate,Hobart,TAS,donor1669@email.com,0495434927,2020-10-08,Peer-to-Peer,N/A,N/A,N/A,72.7,60.7,0,0,Mail,0
D01670,Gomez Foundation,Foundation,Brisbane,QLD,donor1670@email.com,0474132712,2022-03-04,Online,N/A,N/A,N/A,40.8,74.2,0,0,Phone,0
D01671,Logan Collins,Individual,Cairns,QLD,donor1671@email.com,0452799635,2020-08-09,Direct Mail,56-65,Female,Technology,68.5,22.9,0,1,Email,0
D01672,Michael Thomas,Individual,Mount Gambier,SA,donor1672@email.com,0499078726,2021-06-30,Telephone,26-35,Non-binary,Professional,63.1,86.9,0,1,Any,0
D01673,Isaac Jackson,Individual,Perth,WA,donor1673@email.com,0431813769,2020-04-02,Recurring,56-65,Non-binary,Retired,57.2,37.7,0,0,Mail,0
D01674,Olivia Diaz,Individual,Wollongong,NSW,donor1674@email.com,0463486022,2021-12-11,Online,65+,Prefer not to say,Finance,39.9,54.7,0,0,Mail,0
D01675,Luke Adams Estate,Bequest,Geelong,VIC,donor1675@email.com,0415279873,2020-03-09,Online,N/A,N/A,N/A,33.8,52.9,0,0,Phone,0
D01676,Garcia Solutions,Corporate,Geelong,VIC,donor1676@email.com,0433841976,2021-01-14,Online,N/A,N/A,N/A,52.0,19.0,0,0,Mail,0
D01677,Jackson Hill,Individual,Ballarat,VIC,donor1677@email.com,0415002545,2021-06-25,Peer-to-Peer,18-25,Male,Finance,64.3,72.6,0,0,Mail,0
D01678,Brown Foundation,Foundation,Canberra,ACT,donor1678@email.com,0439311626,2021-03-22,Corporate,N/A,N/A,N/A,63.7,31.9,0,1,Mail,0
D01679,Alexander Jackson,Individual,Fremantle,WA,donor1679@email.com,0424941675,2021-03-11,Corporate,36-45,Prefer not to say,Business Owner,28.6,8.5,0,0,Phone,0
D01680,Scarlett Allen,Individual,Sydney,NSW,donor1680@email.com,0447047016,2020-07-23,Direct Mail,65+,Male,Finance,45.7,25.8,0,1,Mail,0
D01681,Addison Rivera,Individual,Brisbane,QLD,donor1681@email.com,0466638517,2021-03-06,Event,65+,Prefer not to say,Arts,76.3,24.3,0,1,Phone,0
D01682,Sophia Morgan,Individual,Perth,WA,donor1682@email.com,0469241061,2022-05-28,Corporate,36-45,Prefer not to say,Business Owner,37.1,75.3,0,0,Email,0
D01683,Daniel Thomas,Individual,Darwin,NT,donor1683@email.com,0445783614,2020-10-20,Email,36-45,Female,Professional,29.8,40.0,0,1,Email,0
D01684,Dylan Adams,Individual,Wollongong,NSW,donor1684@email.com,0411446903,2021-08-09,Social Media,36-45,Female,Arts,49.1,82.5,0,0,Mail,0
D01685,Hill Group,Corporate,Adelaide,SA,donor1685@email.com,0433213842,2021-08-04,Event,N/A,N/A,N/A,79.5,59.8,0,0,Any,0
D01686,Olivia Smith,Individual,Cairns,QLD,donor1686@email.com,0445959196,2020-12-11,Corporate,56-65,Non-binary,Healthcare,37.8,34.6,0,0,Any,0
D01687,Noah Cooper,Individual,Gold Coast,QLD,donor1687@email.com,0475596062,2020-09-25,Recurring,18-25,Female,Government,47.0,42.9,0,1,Any,0
D01688,Andrew Howard,Individual,Perth,WA,donor1688@email.com,0482777174,2020-02-22,Online,56-65,Non-binary,Education,34.6,64.7,0,1,Mail,0
D01689,Cairns City Council,Government,Cairns,QLD,donor1689@email.com,0441385480,2020-05-14,Social Media,N/A,N/A,N/A,41.5,27.6,0,0,Email,0
D01690,Perth City Council,Government,Perth,WA,donor1690@email.com,0486672330,2021-01-16,Online,N/A,N/A,N/A,63.4,12.1,0,0,Email,0
D01691,Darwin City Council,Government,Darwin,NT,donor1691@email.com,0451347842,2022-05-13,Online,N/A,N/A,N/A,76.7,77.6,0,0,Any,0
D01692,Sebastian Nguyen,Individual,Mount Gambier,SA,donor1692@email.com,0445837349,2020-02-07,Direct Mail,46-55,Prefer not to say,Professional,52.1,68.7,0,1,Phone,0
D01693,Julian Collins,Individual,Mount Gambier,SA,donor1693@email.com,0428205201,2022-03-21,Corporate,26-35,Male,Finance,57.7,41.8,0,0,Phone,0
D01694,Darwin City Council,Government,Darwin,NT,donor1694@email.com,0478706154,2022-03-05,Recurring,N/A,N/A,N/A,53.1,52.2,0,0,Any,0
D01695,Ortiz Pty Ltd,Corporate,Fremantle,WA,donor1695@email.com,0450893447,2022-02-08,Event,N/A,N/A,N/A,55.7,74.9,0,1,Phone,0
D01696,Emma Murphy Estate,Bequest,Darwin,NT,donor1696@email.com,0412940347,2022-03-28,Social Media,N/A,N/A,N/A,67.6,49.2,0,1,Mail,0
D01697,Stewart Foundation,Foundation,Newcastle,NSW,donor1697@email.com,0420435361,2020-09-25,Corporate,N/A,N/A,N/A,34.6,24.3,0,0,Any,0
D01698,Anthony White,Individual,Hobart,TAS,donor1698@email.com,0411990453,2020-06-15,Event,26-35,Male,Business Owner,4.8,19.9,0,0,Phone,0
D01699,Evans Solutions,Corporate,Ballarat,VIC,donor1699@email.com,0453333288,2021-05-17,Email,N/A,N/A,N/A,58.4,59.9,0,1,Phone,0
D01700,Levi Murphy,Individual,Gold Coast,QLD,donor1700@email.com,0414054318,2020-06-24,Recurring,18-25,Prefer not to say,Education,36.2,61.7,0,0,Phone,1
D01701,Martin Holdings,Corporate,Ballarat,VIC,donor1701@email.com,0447886575,2021-10-17,Direct Mail,N/A,N/A,N/A,46.8,47.1,0,0,Any,0
D01702,William Parker,Individual,Mount Gambier,SA,donor1702@email.com,0446447411,2020-09-21,Online,36-45,Prefer not to say,Healthcare,74.6,49.3,0,0,Mail,0
D01703,Stewart Foundation,Foundation,Gold Coast,QLD,donor1703@email.com,0420112592,2022-06-11,Online,N/A,N/A,N/A,37.1,6.4,0,0,Email,0
D01704,Gabriel Edwards,Individual,Melbourne,VIC,donor1704@email.com,0416953155,2021-10-22,Direct Mail,36-45,Female,Business Owner,10.7,41.4,0,0,Mail,0
D01705,Newcastle City Council,Government,Newcastle,NSW,donor1705@email.com,0470232661,2020-04-05,Recurring,N/A,N/A,N/A,43.7,64.7,0,1,Email,0
D01706,David Williams,Individual,Newcastle,NSW,donor1706@email.com,0418803339,2021-10-06,Online,46-55,Male,Healthcare,26.6,42.6,0,0,Any,0
D01707,Eleanor Phillips,Individual,Wollongong,NSW,donor1707@email.com,0412582423,2020-11-30,Social Media,26-35,Non-binary,Education,50.1,43.8,0,0,Mail,1
D01708,Addison Cruz,Individual,Wollongong,NSW,donor1708@email.com,0425077116,2020-01-03,Event,36-45,Male,Business Owner,26.3,65.6,0,1,Any,0
D01709,Flores Services,Corporate,Wollongong,NSW,donor1709@email.com,0412247218,2021-07-24,Online,N/A,N/A,N/A,60.5,52.8,0,0,Email,0
D01710,Eleanor Jackson Estate,Bequest,Wollongong,NSW,donor1710@email.com,0453763511,2022-06-22,Recurring,N/A,N/A,N/A,48.6,69.7,0,1,Any,0
D01711,Owen Roberts,Individual,Wollongong,NSW,donor1711@email.com,0498841927,2020-01-12,Online,65+,Prefer not to say,Professional,48.5,29.2,0,1,Phone,0
D01712,Noah Turner,Individual,Adelaide,SA,donor1712@email.com,0445736829,2020-09-11,Corporate,18-25,Female,Healthcare,75.3,51.8,0,0,Any,0
D01713,Gabriel Edwards,Individual,Geelong,VIC,donor1713@email.com,0451384518,2020-10-27,Email,46-55,Male,Retired,50.8,71.9,0,0,Mail,0
D01714,Ethan Stewart,Individual,Canberra,ACT,donor1714@email.com,0463701561,2020-10-12,Social Media,56-65,Prefer not to say,Technology,27.3,1.0,0,1,Mail,0
D01715,Lillian Mitchell,Individual,Newcastle,NSW,donor1715@email.com,0427068887,2021-02-13,Email,26-35,Non-binary,Education,1.0,99.5,0,0,Email,0
D01716,Natalie Green,Individual,Hobart,TAS,donor1716@email.com,0499466466,2020-11-13,Event,36-45,Male,Retired,29.0,38.2,0,1,Phone,0
D01717,Natalie Hill,Individual,Cairns,QLD,donor1717@email.com,0419753797,2020-05-11,Recurring,26-35,Female,Finance,70.7,51.8,0,1,Any,0
D01718,Evelyn Turner,Individual,Adelaide,SA,donor1718@email.com,0463662562,2021-07-20,Direct Mail,65+,Female,Healthcare,46.2,1.0,0,0,Any,0
D01719,Zoey Howard,Individual,Hobart,TAS,donor1719@email.com,0443751555,2020-09-17,Online,46-55,Male,Education,43.7,48.8,0,1,Phone,0
D01720,Daniel Cook,Individual,Brisbane,QLD,donor1720@email.com,0418925280,2021-02-16,Peer-to-Peer,56-65,Male,Retired,51.9,50.1,0,0,Email,0
D01721,Hobart City Council,Government,Hobart,TAS,donor1721@email.com,0450930993,2021-09-23,Online,N/A,N/A,N/A,42.3,1.0,0,1,Phone,0
D01722,Evans Pty Ltd,Corporate,Perth,WA,donor1722@email.com,0487163353,2020-05-01,Online,N/A,N/A,N/A,74.0,53.2,0,0,Phone,0
D01723,Zoe Adams,Individual,Darwin,NT,donor1723@email.com,0428177418,2022-01-30,Direct Mail,65+,Non-binary,Finance,60.6,1.0,0,0,Email,0
D01724,Emily Harris,Individual,Newcastle,NSW,donor1724@email.com,0423731131,2021-05-11,Recurring,36-45,Female,Professional,71.1,48.9,0,0,Mail,0
D01725,Zoe Howard,Individual,Mount Gambier,SA,donor1725@email.com,0458921737,2022-06-19,Recurring,18-25,Non-binary,Finance,72.7,50.8,0,0,Email,0
D01726,Natalie Adams,Individual,Canberra,ACT,donor1726@email.com,0448974101,2022-02-21,Online,56-65,Non-binary,Government,31.2,16.9,0,1,Email,0
D01727,Amelia Morris,Individual,Perth,WA,donor1727@email.com,0452379051,2021-11-03,Peer-to-Peer,26-35,Non-binary,Healthcare,60.1,84.5,0,1,Email,0
D01728,Elizabeth Edwards,Individual,Darwin,NT,donor1728@email.com,0487255554,2020-12-24,Peer-to-Peer,26-35,Male,Government,69.3,59.9,0,1,Phone,1
D01729,Cooper Solutions,Corporate,Newcastle,NSW,donor1729@email.com,0436612148,2021-08-20,Telephone,N/A,N/A,N/A,43.7,44.5,0,0,Phone,0
D01730,Emily Ortiz,Individual,Geelong,VIC,donor1730@email.com,0446364093,2020-10-20,Social Media,36-45,Non-binary,Education,49.8,49.9,0,0,Email,0
D01731,Rogers Foundation,Foundation,Canberra,ACT,donor1731@email.com,0473140855,2020-03-08,Online,N/A,N/A,N/A,86.8,25.8,1,0,Email,0
D01732,Cruz Pty Ltd,Corporate,Ballarat,VIC,donor1732@email.com,0457953300,2021-12-05,Peer-to-Peer,N/A,N/A,N/A,17.4,34.6,0,0,Phone,1
D01733,Turner Foundation,Foundation,Wollongong,NSW,donor1733@email.com,0444331985,2020-10-01,Direct Mail,N/A,N/A,N/A,42.2,63.1,0,0,Email,0
D01734,Dylan Torres,Individual,Adelaide,SA,donor1734@email.com,0493101517,2022-05-05,Direct Mail,56-65,Male,Business Owner,34.8,55.9,0,0,Mail,0
D01735,Sydney City Council,Government,Sydney,NSW,donor1735@email.com,0448259629,2021-05-18,Online,N/A,N/A,N/A,50.6,48.3,0,0,Phone,0
D01736,Wright Holdings,Corporate,Melbourne,VIC,donor1736@email.com,0443372509,2020-10-09,Online,N/A,N/A,N/A,100.0,42.3,1,0,Phone,0
D01737,Turner Services,Corporate,Melbourne,VIC,donor1737@email.com,0415356036,2020-06-13,Event,N/A,N/A,N/A,53.5,9.3,0,0,Mail,0
D01738,Young Enterprises,Corporate,Mount Gambier,SA,donor1738@email.com,0482542655,2022-01-31,Peer-to-Peer,N/A,N/A,N/A,71.5,53.6,0,0,Any,0
D01739,Gabriel Allen,Individual,Fremantle,WA,donor1739@email.com,0466039079,2020-07-27,Online,65+,Prefer not to say,Other,46.8,27.4,0,0,Email,1
D01740,Noah Carter,Individual,Hobart,TAS,donor1740@email.com,0474822857,2021-06-01,Corporate,56-65,Male,Finance,44.9,16.5,0,1,Email,0
D01741,Amelia Diaz Estate,Bequest,Geelong,VIC,donor1741@email.com,0494449992,2020-04-04,Recurring,N/A,N/A,N/A,19.0,39.8,0,1,Mail,0
D01742,Jacob Ortiz,Individual,Ballarat,VIC,donor1742@email.com,0416314366,2021-07-04,Online,46-55,Prefer not to say,Business Owner,47.1,72.4,0,0,Any,0
D01743,Lily Williams,Individual,Sydney,NSW,donor1743@email.com,0410940923,2020-11-17,Online,36-45,Prefer not to say,Retired,56.5,100.0,0,0,Mail,0
D01744,Ava Bailey,Individual,Cairns,QLD,donor1744@email.com,0419855438,2022-02-07,Online,56-65,Female,Healthcare,68.3,59.7,0,1,Mail,0
D01745,Joshua Ortiz,Individual,Cairns,QLD,donor1745@email.com,0487338673,2020-07-03,Email,46-55,Prefer not to say,Retired,50.4,89.0,0,0,Email,0
D01746,Nora Jones,Individual,Melbourne,VIC,donor1746@email.com,0410796939,2021-05-12,Online,65+,Non-binary,Professional,66.8,1.0,0,0,Any,0
D01747,Oliver Flores,Individual,Geelong,VIC,donor1747@email.com,0427349748,2021-03-20,Event,26-35,Male,Finance,59.2,28.9,0,1,Email,0
D01748,Olivia Parker,Individual,Canberra,ACT,donor1748@email.com,0432133685,2021-08-23,Social Media,56-65,Male,Professional,59.7,53.4,0,0,Phone,0
D01749,Noah Diaz,Individual,Newcastle,NSW,donor1749@email.com,0486292537,2022-02-24,Recurring,36-45,Non-binary,Retired,81.5,35.2,1,0,Mail,0
D01750,Emily Flores,Individual,Sydney,NSW,donor1750@email.com,0472205693,2021-03-16,Telephone,18-25,Male,Other,88.4,63.3,1,0,Any,1
D01751,Matthew Cruz,Individual,Fremantle,WA,donor1751@email.com,0448294101,2022-02-04,Direct Mail,56-65,Female,Professional,24.5,38.1,0,1,Phone,0
D01752,Amelia Morris,Individual,Sydney,NSW,donor1752@email.com,0447982292,2021-06-26,Recurring,56-65,Prefer not to say,Technology,60.0,100.0,0,1,Any,1
D01753,Diaz Foundation,Foundation,Wollongong,NSW,donor1753@email.com,0476443354,2021-01-14,Social Media,N/A,N/A,N/A,63.8,73.5,0,0,Any,0
D01754,Isaac Miller Estate,Bequest,Gold Coast,QLD,donor1754@email.com,0414091407,2022-05-10,Social Media,N/A,N/A,N/A,66.0,74.0,0,0,Mail,0
D01755,Kelly Services,Corporate,Newcastle,NSW,donor1755@email.com,0459119994,2020-07-20,Online,N/A,N/A,N/A,11.1,100.0,0,0,Email,0
D01756,Jones Services,Corporate,Brisbane,QLD,donor1756@email.com,0476712978,2022-01-13,Online,N/A,N/A,N/A,44.2,41.9,0,1,Mail,0
D01757,Ava Nguyen,Individual,Adelaide,SA,donor1757@email.com,0469369552,2020-08-02,Direct Mail,26-35,Female,Education,50.5,72.2,0,0,Email,0
D01758,Nguyen Group,Corporate,Cairns,QLD,donor1758@email.com,0472751921,2022-04-11,Online,N/A,N/A,N/A,29.9,100.0,0,0,Mail,0
D01759,Ethan Cook,Individual,Sydney,NSW,donor1759@email.com,0438831052,2020-11-03,Peer-to-Peer,65+,Prefer not to say,Finance,61.7,29.2,0,0,Any,0
D01760,Penelope Morris,Individual,Gold Coast,QLD,donor1760@email.com,0410928192,2021-07-26,Recurring,56-65,Prefer not to say,Education,25.6,57.8,0,0,Any,0
D01761,Aubrey Peterson Estate,Bequest,Wollongong,NSW,donor1761@email.com,0410802510,2022-01-18,Corporate,N/A,N/A,N/A,63.3,60.4,0,1,Email,0
D01762,Luke Adams,Individual,Wollongong,NSW,donor1762@email.com,0474298074,2022-04-16,Online,46-55,Female,Healthcare,69.4,80.7,0,0,Phone,0
D01763,Sophia Thomas,Individual,Mount Gambier,SA,donor1763@email.com,0471765566,2020-06-16,Online,56-65,Female,Technology,68.7,1.0,0,0,Phone,0
D01764,Sebastian Parker,Individual,Hobart,TAS,donor1764@email.com,0428342286,2022-06-07,Telephone,65+,Female,Healthcare,44.2,61.7,0,0,Phone,0
D01765,Liam Jones,Individual,Sydney,NSW,donor1765@email.com,0438510236,2020-06-28,Social Media,46-55,Female,Healthcare,33.4,47.9,0,1,Any,0
D01766,Newcastle City Council,Government,Newcastle,NSW,donor1766@email.com,0421288208,2021-11-19,Online,N/A,N/A,N/A,13.2,54.9,0,0,Mail,0
D01767,Newcastle City Council,Government,Newcastle,NSW,donor1767@email.com,0491785816,2021-03-29,Online,N/A,N/A,N/A,38.4,79.0,0,0,Phone,0
D01768,Liam Morris,Individual,Gold Coast,QLD,donor1768@email.com,0493942023,2020-06-07,Online,46-55,Non-binary,Healthcare,63.5,88.6,0,1,Phone,0
D01769,Addison White,Individual,Darwin,NT,donor1769@email.com,0463475800,2021-06-02,Email,26-35,Male,Finance,48.4,43.8,0,0,Mail,0
D01770,Melbourne City Council,Government,Melbourne,VIC,donor1770@email.com,0460794986,2020-07-31,Corporate,N/A,N/A,N/A,43.9,47.1,0,1,Mail,0
D01771,David Wilson,Individual,Wollongong,NSW,donor1771@email.com,0449931273,2020-02-08,Telephone,65+,Non-binary,Business Owner,27.5,15.9,0,1,Phone,0
D01772,Hannah Rivera,Individual,Cairns,QLD,donor1772@email.com,0467673347,2020-05-21,Corporate,36-45,Female,Finance,18.5,91.3,0,1,Email,0
D01773,Jackson Solutions,Corporate,Gold Coast,QLD,donor1773@email.com,0464162221,2020-12-31,Recurring,N/A,N/A,N/A,26.4,16.8,0,1,Mail,1
D01774,Lillian Young,Individual,Ballarat,VIC,donor1774@email.com,0486602473,2021-06-19,Online,36-45,Prefer not to say,Other,100.0,18.2,1,1,Mail,0
D01775,Andrew Adams,Individual,Ballarat,VIC,donor1775@email.com,0437855164,2020-10-15,Online,18-25,Non-binary,Technology,20.6,24.3,0,0,Any,0
D01776,Logan Wilson,Individual,Canberra,ACT,donor1776@email.com,0483558381,2021-01-25,Direct Mail,65+,Female,Other,57.4,56.9,0,0,Email,0
D01777,Samuel Phillips,Individual,Sydney,NSW,donor1777@email.com,0468644742,2021-12-17,Online,36-45,Female,Education,77.2,66.9,0,1,Phone,0
D01778,Roberts Foundation,Foundation,Brisbane,QLD,donor1778@email.com,0495493329,2020-11-07,Recurring,N/A,N/A,N/A,65.7,42.1,0,0,Any,0
D01779,Stella Rogers,Individual,Darwin,NT,donor1779@email.com,0417758935,2021-06-22,Online,56-65,Female,Retired,32.0,21.7,0,0,Mail,0
D01780,Isabella Morales,Individual,Geelong,VIC,donor1780@email.com,0487169073,2021-02-14,Recurring,26-35,Non-binary,Other,38.6,88.9,0,0,Mail,0
D01781,Julian Parker,Individual,Fremantle,WA,donor1781@email.com,0493335181,2021-07-08,Email,36-45,Prefer not to say,Healthcare,50.1,52.2,0,1,Any,0
D01782,Brown Foundation,Foundation,Mount Gambier,SA,donor1782@email.com,0421230536,2020-03-01,Social Media,N/A,N/A,N/A,40.2,43.8,0,0,Phone,0
D01783,Joseph Morales,Individual,Canberra,ACT,donor1783@email.com,0453281687,2021-11-12,Direct Mail,46-55,Prefer not to say,Education,93.4,23.1,1,0,Mail,0
D01784,Alexander Thompson,Individual,Adelaide,SA,donor1784@email.com,0479930055,2020-02-23,Online,46-55,Prefer not to say,Education,33.6,67.8,0,1,Any,0
D01785,Ava Torres,Individual,Newcastle,NSW,donor1785@email.com,0444452054,2020-11-28,Event,18-25,Prefer not to say,Finance,59.7,59.6,0,1,Mail,0
D01786,Liam Taylor Estate,Bequest,Darwin,NT,donor1786@email.com,0481727381,2022-05-03,Social Media,N/A,N/A,N/A,57.3,79.3,0,1,Email,0
D01787,Morgan Foundation,Foundation,Gold Coast,QLD,donor1787@email.com,0442903530,2020-02-12,Corporate,N/A,N/A,N/A,47.3,22.8,0,0,Email,0
D01788,Young Foundation,Foundation,Perth,WA,donor1788@email.com,0433267780,2020-08-05,Online,N/A,N/A,N/A,29.5,47.9,0,0,Mail,0
D01789,Grace Murphy,Individual,Gold Coast,QLD,donor1789@email.com,0418887031,2020-01-13,Recurring,18-25,Female,Education,31.6,36.6,0,1,Any,0
D01790,Matthew Scott,Individual,Darwin,NT,donor1790@email.com,0450107493,2021-02-02,Online,26-35,Non-binary,Business Owner,31.1,30.6,0,0,Email,0
D01791,Hill Enterprises,Corporate,Adelaide,SA,donor1791@email.com,0453200401,2021-06-05,Corporate,N/A,N/A,N/A,53.3,49.3,0,0,Phone,0
D01792,Melbourne City Council,Government,Melbourne,VIC,donor1792@email.com,0498296620,2021-10-05,Recurring,N/A,N/A,N/A,50.4,42.4,0,1,Email,0
D01793,Sophia Ortiz,Individual,Cairns,QLD,donor1793@email.com,0479871671,2021-09-06,Email,26-35,Male,Technology,60.8,47.8,0,0,Email,0
D01794,Avery Miller,Individual,Perth,WA,donor1794@email.com,0459029688,2021-06-29,Corporate,56-65,Prefer not to say,Government,32.5,59.2,0,1,Email,0
D01795,Grayson Murphy,Individual,Ballarat,VIC,donor1795@email.com,0491386119,2021-06-18,Online,36-45,Female,Healthcare,50.3,36.9,0,0,Any,0
D01796,Eleanor Anderson,Individual,Cairns,QLD,donor1796@email.com,0483636703,2021-03-15,Peer-to-Peer,26-35,Female,Retired,78.2,57.0,0,0,Mail,0
D01797,Allen Foundation,Foundation,Canberra,ACT,donor1797@email.com,0435832859,2020-08-02,Email,N/A,N/A,N/A,96.2,91.2,1,1,Any,0
D01798,Edwards Enterprises,Corporate,Brisbane,QLD,donor1798@email.com,0422123631,2020-04-04,Online,N/A,N/A,N/A,74.4,46.5,0,0,Phone,0
D01799,Newcastle City Council,Government,Newcastle,NSW,donor1799@email.com,0493598524,2022-04-21,Social Media,N/A,N/A,N/A,40.7,68.3,0,0,Email,1
D01800,Levi Morales,Individual,Newcastle,NSW,donor1800@email.com,0430334572,2021-10-01,Online,26-35,Female,Government,23.7,49.5,0,1,Phone,0
D01801,Grayson Wright,Individual,Geelong,VIC,donor1801@email.com,0469945416,2021-07-19,Recurring,36-45,Prefer not to say,Professional,45.7,77.5,0,0,Mail,0
D01802,Joseph Wright,Individual,Hobart,TAS,donor1802@email.com,0438203297,2021-12-02,Recurring,26-35,Male,Arts,71.3,56.8,0,0,Email,0
D01803,Ava Phillips,Individual,Ballarat,VIC,donor1803@email.com,0432501369,2021-09-15,Corporate,56-65,Non-binary,Technology,52.1,15.0,0,0,Phone,0
D01804,Natalie Johnson,Individual,Hobart,TAS,donor1804@email.com,0424599424,2020-06-03,Event,26-35,Male,Government,51.5,75.2,0,0,Email,0
D01805,Phillips Solutions,Corporate,Fremantle,WA,donor1805@email.com,0496379228,2021-08-03,Online,N/A,N/A,N/A,35.0,25.1,0,0,Email,0
D01806,Johnson Foundation,Foundation,Newcastle,NSW,donor1806@email.com,0489992496,2021-05-15,Recurring,N/A,N/A,N/A,70.3,51.1,0,0,Email,0
D01807,Jacob Turner,Individual,Newcastle,NSW,donor1807@email.com,0478636380,2020-08-24,Recurring,56-65,Female,Finance,57.1,100.0,0,1,Any,0
D01808,Hobart City Council,Government,Hobart,TAS,donor1808@email.com,0471772590,2020-11-19,Online,N/A,N/A,N/A,72.3,58.0,0,0,Any,0
D01809,Daniel Scott Estate,Bequest,Gold Coast,QLD,donor1809@email.com,0441692245,2021-04-01,Event,N/A,N/A,N/A,73.0,52.4,0,1,Phone,0
D01810,Owen Scott,Individual,Brisbane,QLD,donor1810@email.com,0480437142,2020-02-03,Corporate,65+,Male,Technology,32.0,78.0,0,0,Phone,0
D01811,Victoria Nguyen,Individual,Cairns,QLD,donor1811@email.com,0416899631,2020-11-14,Peer-to-Peer,56-65,Female,Business Owner,88.5,70.4,1,1,Email,0
